course_title,domain,level,course_type,schedule,course_url,duration,rating
Experimental Design Basics,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-experimental-design-basics,12 hours (approximately),4.7
Graphic Design,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/presentation-design,29 hours (approximately),4.8
Human Factors in AI,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/human-factors-in-artificial-intelligence,17 hours (approximately),4.7
Introduction to Java,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/java-introduction,11 hours (approximately),4.6
Introduction to Augmented Reality and ARCore,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/ar,Approx. 10 hours to complete,4.5
Programming in Python: A Hands-on Introduction Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/hands-on-python,1 months at 10 hours a week,4.5
Introduction to Digital Transformation,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/digital-transformation-course,Approx. 18 hours to complete,4.7
Rebuilding Our Relationship with Food,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/food-relationship-mindful-eating-health,8 hours (approximately),4.9
"Globalization, Economic Growth and Stability Specialization",DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/globalization-economic-growth-and-stability,1 months at 10 hours a week,4.8
Science of Training Young Athletes Part 2,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/science-of-training-young-athletes-part-2,Approx. 24 hours to complete,4.9
Nutrition Education for the Consumer Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/nutrition-education-for-the-consumer,1 months at 10 hours a week,4.7
Data Visualization in Excel,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/excel-data-visualization,17 hours (approximately),4.9
Business Analysis Process,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/business-analysis-process,22 hours (approximately),4.7
Implementing RPA with Cognitive Automation and Analytics Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/rpa-cognitive-analytics,1 months at 10 hours a week,4.6
"Introduction to CAD, CAM, and Practical CNC Machining",DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-cad-cam-practical-cnc-machining,19 hours (approximately),4.8
AI For Medical Treatment,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/ai-for-medical-treatment,22 hours (approximately),4.7
Social Media Data Analytics,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/social-media-data-analytics,Approx. 13 hours to complete,4.1
State Estimation and Localization for Self-Driving Cars,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars,26 hours (approximately),4.7
Full Stack Software Developer Assessment,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/full-stack-software-developer-assessment,6 hours (approximately),4.7
Preventing Chronic Pain: A Human Systems Approach,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/chronic-pain,Approx. 44 hours to complete,4.7
Fundamentals of Java Programming,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/fundamentals-of-java-programming,17 hours (approximately),4.3
Introduction to High-Performance and Parallel Computing,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-high-performance-computing,Approx. 14 hours to complete,3.2
Statistics with SAS,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/sas-statistics,Approx. 20 hours to complete,4.7
A Complete Reinforcement Learning System (Capstone),DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/complete-reinforcement-learning-system,15 hours (approximately),4.7
Neuronale Netze und Deep Learning,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/neural-networks-deep-learning-de,Approx. 19 hours to complete,
Recommender Systems Specialization,DataScience,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/recommender-systems,2 months at 10 hours a week,4.4
Understanding Plants - Part I: What a Plant Knows,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/plantknows,Approx. 11 hours to complete,4.8
Global Health Diplomacy,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/global-health-diplomacy,Approx. 30 hours to complete,4.6
Machine Translation,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/machinetranslation,Approx. 27 hours to complete,4.5
Introduction to Programming,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/programming-introduction,Approx. 36 hours to complete,4.5
Rust Fundamentals,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/rust-fundamentals,40 hours (approximately),4.2
Computer Security and Systems Management Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/computer-security-systems-management,1 months at 10 hours a week,4.6
Real-World Cloud Product Management Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/real-world-cloud-pm,1 months at 10 hours a week,4.8
Architecting with Google Kubernetes Engine: Foundations,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke,8 hours (approximately),4.7
Swift 5 iOS Application Developer Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/swift-5-ios-app-developer,1 months at 10 hours a week,4.5
Planet Earth...and You!,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/planet-earth,Approx. 41 hours to complete,4.9
Data Visualization with Tableau,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/data-visualization-with-tableau-public,26 hours (approximately),4.8
Software Architecture Patterns for Big Data,DataScience,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/software-architecture-patterns-for-big-data,25 hours (approximately),3.3
Full Stack Cloud Development Capstone Project,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/ibm-cloud-native-full-stack-development-capstone,16 hours (approximately),4.3
"GIS Data Formats, Design and Quality",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/gis-data,26 hours (approximately),4.8
Advanced Neurobiology I,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/advanced-neurobiology1,Approx. 27 hours to complete,4.1
Unsupervised Machine Learning,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/ibm-unsupervised-machine-learning,23 hours (approximately),4.7
Database Design and Basic SQL in PostgreSQL,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/database-design-postgresql,13 hours (approximately),4.8
Designing User Interfaces and Experiences (UI/UX),DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/designing-user-interfaces-and-experiences-uiux,16 hours (approximately),4.6
.Net Full Stack Foundation,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/dot-net-full-stack-foundation,16 hours (approximately),4.1
Supply Chain Planning,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/supply-chain-planning,5 hours (approximately),4.5
Introduction to Business Analytics and Information Economics Specialization,DataScience,Beginner level,Specializations,Flexible schedule,https://www.coursera.org/specializations/analytics-information,1 months at 10 hours a week,4.7
Machine Design Part I,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/machine-design1,Approx. 31 hours to complete,4.8
Learn JavaScript,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/learn-javascript,Approx. 10 hours to complete,4.8
Generative Deep Learning with TensorFlow,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/generative-deep-learning-with-tensorflow,16 hours (approximately),4.9
Linear Algebra: Linear Systems and Matrix Equations,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/linear-systems-and-matrix-equations,10 hours (approximately),4.8
"English for Science, Technology, Engineering, and Mathematics",DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/stem,Approx. 34 hours to complete,4.8
Research Proposal: Initiating Research,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/research-proposal-initiating-research,11 hours (approximately),4.6
Leveraging AI for Enhanced Content Creation,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/leveraging-ai-for-enhanced-content-creation,Approx. 3 hours to complete,4.9
Data Analysis with R,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/data-analysis-with-r,16 hours (approximately),4.7
Design Patterns,DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/design-patterns,15 hours (approximately),4.7
Finding Hidden Messages in DNA (Bioinformatics I),DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/dna-analysis,15 hours (approximately),4.3
"Functions, Methods, and Interfaces in Go",DataScience,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/golang-functions-methods,8 hours (approximately),4.6
Introduction to Data Analytics,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/data-analytics-introduction,14 hours (approximately),4.8
Getting Started with CyberGIS,DataScience,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/cybergis,Approx. 9 hours to complete,4.1
